"","Country_Region","Confirmed","Deaths","Recovered","Date"
"2810","Mauritius",273,7,19,"04-08-2020"
"2816","Morocco",1275,93,97,"04-08-2020"
"2817","Mozambique",17,0,1,"04-08-2020"
"28181","Namibia",16,0,3,"04-08-2020"
"28231","Niger",342,11,28,"04-08-2020"
"2824","Nigeria",276,6,44,"04-08-2020"
"2839","Rwanda",110,0,7,"04-08-2020"
"2844","Sao Tome and Principe",4,0,0,"04-08-2020"
"2846","Senegal",244,2,113,"04-08-2020"
"2848","Seychelles",11,0,0,"04-08-2020"
"2849","Sierra Leone",7,0,0,"04-08-2020"
"2853","Somalia",12,1,1,"04-08-2020"
"28541","South Africa",1845,18,95,"04-08-2020"
"28551","South Sudan",2,0,0,"04-08-2020"
"2858","Sudan",14,2,2,"04-08-2020"
"2864","Tanzania",25,1,5,"04-08-2020"
"2867","Togo",70,3,23,"04-08-2020"
"2869","Tunisia",628,24,25,"04-08-2020"
"2871","Uganda",53,0,0,"04-08-2020"
"2880","Western Sahara",4,0,0,"04-08-2020"
"2881","Zambia",39,1,7,"04-08-2020"
"2882","Zimbabwe",11,3,0,"04-08-2020"
"27332","Algeria",1666,235,347,"04-09-2020"
"27353","Angola",19,2,2,"04-09-2020"
"27482","Benin",26,1,5,"04-09-2020"
"27521","Botswana",13,1,0,"04-09-2020"
"2756","Burkina Faso",443,24,146,"04-09-2020"
"27581","Burundi",3,0,0,"04-09-2020"
"27611","Cameroon",730,10,60,"04-09-2020"
"27622","Central African Republic",8,0,0,"04-09-2020"
"27632","Chad",11,0,2,"04-09-2020"
"27661","Congo (Brazzaville)",60,5,5,"04-09-2020"
"2767","Congo (Kinshasa)",180,18,9,"04-09-2020"
"27691","Cote d'Ivoire",444,3,52,"04-09-2020"
"2776","Djibouti",135,0,25,"04-09-2020"
"27801","Egypt",1699,118,348,"04-09-2020"
"2782","Equatorial Guinea",18,0,3,"04-09-2020"
"27832","Eritrea",33,0,0,"04-09-2020"
"2785","Eswatini",12,0,7,"04-09-2020"
"2786","Ethiopia",56,2,4,"04-09-2020"
"27901","Gabon",44,1,1,"04-09-2020"
"27911","Gambia",4,1,2,"04-09-2020"
"27941","Ghana",378,6,3,"04-09-2020"
"27982","Guinea",194,0,11,"04-09-2020"
"2799","Guinea-Bissau",36,0,0,"04-09-2020"
"28171","Kenya",184,7,12,"04-09-2020"
"2825","Liberia",31,4,3,"04-09-2020"
"2826","Libya",24,1,8,"04-09-2020"
"2831","Madagascar",93,0,11,"04-09-2020"
"28321","Malawi",8,1,0,"04-09-2020"
"2835","Mali",74,7,22,"04-09-2020"
"2837","Mauritania",7,1,2,"04-09-2020"
"28381","Mauritius",314,7,23,"04-09-2020"
"28441","Morocco",1374,97,109,"04-09-2020"
"28451","Mozambique",17,0,1,"04-09-2020"
"28461","Namibia",16,0,3,"04-09-2020"
"2851","Niger",410,11,40,"04-09-2020"
"2852","Nigeria",288,7,51,"04-09-2020"
"28671","Rwanda",110,0,7,"04-09-2020"
"2872","Sao Tome and Principe",4,0,0,"04-09-2020"
"2874","Senegal",250,2,123,"04-09-2020"
"2876","Seychelles",11,0,0,"04-09-2020"
"2877","Sierra Leone",7,0,0,"04-09-2020"
"28811","Somalia",12,1,1,"04-09-2020"
"28821","South Africa",1934,18,95,"04-09-2020"
"2883","South Sudan",3,0,0,"04-09-2020"
"2886","Sudan",15,2,2,"04-09-2020"
"2892","Tanzania",25,1,5,"04-09-2020"
"2895","Togo",73,3,24,"04-09-2020"
"2897","Tunisia",643,25,25,"04-09-2020"
"2899","Uganda",53,0,0,"04-09-2020"
"2908","Western Sahara",4,0,0,"04-09-2020"
"2909","Zambia",39,1,24,"04-09-2020"
"2910","Zimbabwe",11,3,0,"04-09-2020"
"27623","Algeria",1761,256,405,"04-10-2020"
"27641","Angola",19,2,2,"04-10-2020"
"27771","Benin",35,1,5,"04-10-2020"
"27811","Botswana",13,1,0,"04-10-2020"
"27851","Burkina Faso",443,24,146,"04-10-2020"
"2787","Burundi",3,0,0,"04-10-2020"
"27902","Cameroon",820,12,98,"04-10-2020"
"27912","Central African Republic",8,0,0,"04-10-2020"
"27922","Chad",11,0,2,"04-10-2020"
"2795","Congo (Brazzaville)",60,5,5,"04-10-2020"
"27961","Congo (Kinshasa)",215,20,13,"04-10-2020"
"27983","Cote d'Ivoire",444,3,52,"04-10-2020"
"28051","Djibouti",150,1,36,"04-10-2020"
"28091","Egypt",1794,135,384,"04-10-2020"
"2811","Equatorial Guinea",18,0,3,"04-10-2020"
"2812","Eritrea",34,0,0,"04-10-2020"
"2814","Eswatini",12,0,7,"04-10-2020"
"2815","Ethiopia",65,3,4,"04-10-2020"
"2819","Gabon",44,1,1,"04-10-2020"
"28201","Gambia",4,1,2,"04-10-2020"
"28232","Ghana",378,6,4,"04-10-2020"
"28271","Guinea",212,0,15,"04-10-2020"
"28281","Guinea-Bissau",36,0,0,"04-10-2020"
"28462","Kenya",189,7,22,"04-10-2020"
"28542","Liberia",37,5,3,"04-10-2020"
"28552","Libya",24,1,8,"04-10-2020"
"2860","Madagascar",93,0,11,"04-10-2020"
"2861","Malawi",9,1,0,"04-10-2020"
"28641","Mali",87,7,22,"04-10-2020"
"2866","Mauritania",7,1,2,"04-10-2020"
"28672","Mauritius",318,9,23,"04-10-2020"
"2873","Morocco",1448,107,122,"04-10-2020"
"28741","Mozambique",20,0,2,"04-10-2020"
"2875","Namibia",16,0,3,"04-10-2020"
"28801","Niger",438,11,41,"04-10-2020"
"28812","Nigeria",305,7,58,"04-10-2020"
"2896","Rwanda",118,0,7,"04-10-2020"
"2901","Sao Tome and Principe",4,0,0,"04-10-2020"
"2903","Senegal",265,2,137,"04-10-2020"
"29055","Seychelles",11,0,0,"04-10-2020"
"2906","Sierra Leone",8,0,0,"04-10-2020"
"29101","Somalia",21,1,1,"04-10-2020"
"2911","South Africa",2003,24,410,"04-10-2020"
"29122","South Sudan",4,0,0,"04-10-2020"
"2915","Sudan",17,2,2,"04-10-2020"
"2921","Tanzania",32,3,5,"04-10-2020"
"2924","Togo",76,3,25,"04-10-2020"
"2926","Tunisia",671,25,25,"04-10-2020"
"2928","Uganda",53,0,0,"04-10-2020"
"2937","Western Sahara",4,0,0,"04-10-2020"
"2939","Zambia",40,2,25,"04-10-2020"
"2940","Zimbabwe",13,3,0,"04-10-2020"
"27861","Algeria",1825,275,460,"04-11-2020"
"2788","Angola",19,2,4,"04-11-2020"
"28011","Benin",35,1,5,"04-11-2020"
"28052","Botswana",13,1,0,"04-11-2020"
"28092","Burkina Faso",484,27,155,"04-11-2020"
"28111","Burundi",5,0,0,"04-11-2020"
"28141","Cameroon",820,12,98,"04-11-2020"
"28151","Central African Republic",8,0,0,"04-11-2020"
"28161","Chad",11,0,2,"04-11-2020"
"28191","Congo (Brazzaville)",60,5,5,"04-11-2020"
"28202","Congo (Kinshasa)",223,20,16,"04-11-2020"
"28221","Cote d'Ivoire",533,4,58,"04-11-2020"
"28291","Djibouti",187,2,36,"04-11-2020"
"2833","Egypt",1939,146,426,"04-11-2020"
"28351","Equatorial Guinea",18,0,3,"04-11-2020"
"2836","Eritrea",34,0,0,"04-11-2020"
"28382","Eswatini",12,0,7,"04-11-2020"
"28391","Ethiopia",69,3,10,"04-11-2020"
"28431","Gabon",46,1,1,"04-11-2020"
"28442","Gambia",9,1,2,"04-11-2020"
"2847","Ghana",408,8,4,"04-11-2020"
"28511","Guinea",250,0,17,"04-11-2020"
"28521","Guinea-Bissau",38,0,0,"04-11-2020"
"2870","Kenya",191,7,24,"04-11-2020"
"2878","Liberia",48,5,3,"04-11-2020"
"2879","Libya",24,1,8,"04-11-2020"
"2884","Madagascar",102,0,11,"04-11-2020"
"2885","Malawi",12,2,0,"04-11-2020"
"2888","Mali",87,7,22,"04-11-2020"
"2890","Mauritania",7,1,2,"04-11-2020"
"2891","Mauritius",319,9,28,"04-11-2020"
"28971","Morocco",1545,111,146,"04-11-2020"
"2898","Mozambique",20,0,2,"04-11-2020"
"28991","Namibia",16,0,3,"04-11-2020"
"2904","Niger",491,11,41,"04-11-2020"
"29051","Nigeria",318,10,70,"04-11-2020"
"2920","Rwanda",120,0,18,"04-11-2020"
"2925","Sao Tome and Principe",4,0,0,"04-11-2020"
"29276","Senegal",278,2,152,"04-11-2020"
"2929","Seychelles",11,0,0,"04-11-2020"
"2930","Sierra Leone",8,0,0,"04-11-2020"
"2934","Somalia",21,1,1,"04-11-2020"
"2935","South Africa",2028,25,410,"04-11-2020"
"2936","South Sudan",4,0,0,"04-11-2020"
"29391","Sudan",19,2,2,"04-11-2020"
"2945","Tanzania",32,3,5,"04-11-2020"
"2948","Togo",76,3,25,"04-11-2020"
"2950","Tunisia",685,28,43,"04-11-2020"
"2952","Uganda",53,0,4,"04-11-2020"
"2961","Western Sahara",4,0,0,"04-11-2020"
"2963","Zambia",40,2,28,"04-11-2020"
"2964","Zimbabwe",14,3,0,"04-11-2020"
"28093","Algeria",1914,293,591,"04-12-2020"
"28112","Angola",19,2,4,"04-12-2020"
"28241","Benin",35,1,5,"04-12-2020"
"28282","Botswana",13,1,0,"04-12-2020"
"28322","Burkina Faso",497,27,161,"04-12-2020"
"2834","Burundi",5,0,0,"04-12-2020"
"28371","Cameroon",820,12,98,"04-12-2020"
"28383","Central African Republic",8,0,0,"04-12-2020"
"28392","Chad",18,0,2,"04-12-2020"
"2842","Congo (Brazzaville)",60,5,5,"04-12-2020"
"28432","Congo (Kinshasa)",234,20,16,"04-12-2020"
"28452","Cote d'Ivoire",574,5,85,"04-12-2020"
"28522","Djibouti",214,2,36,"04-12-2020"
"28561","Egypt",2065,159,589,"04-12-2020"
"28581","Equatorial Guinea",21,0,3,"04-12-2020"
"2859","Eritrea",34,0,0,"04-12-2020"
"28611","Eswatini",14,0,7,"04-12-2020"
"2862","Ethiopia",71,3,10,"04-12-2020"
"28661","Gabon",49,1,1,"04-12-2020"
"28673","Gambia",9,1,2,"04-12-2020"
"28701","Ghana",566,8,4,"04-12-2020"
"28742","Guinea",250,0,17,"04-12-2020"
"28751","Guinea-Bissau",38,0,0,"04-12-2020"
"2893","Kenya",197,8,25,"04-12-2020"
"29011","Liberia",50,5,3,"04-12-2020"
"2902","Libya",25,1,9,"04-12-2020"
"2907","Madagascar",106,0,20,"04-12-2020"
"29081","Malawi",13,2,0,"04-12-2020"
"29111","Mali",105,9,22,"04-12-2020"
"2913","Mauritania",7,1,2,"04-12-2020"
"2914","Mauritius",324,9,42,"04-12-2020"
"29201","Morocco",1661,118,177,"04-12-2020"
"29211","Mozambique",21,0,2,"04-12-2020"
"2922","Namibia",16,0,3,"04-12-2020"
"29271","Niger",529,12,75,"04-12-2020"
"29281","Nigeria",323,10,85,"04-12-2020"
"2943","Rwanda",126,0,25,"04-12-2020"
"29481","Sao Tome and Principe",4,0,0,"04-12-2020"
"29501","Senegal",280,2,171,"04-12-2020"
"29521","Seychelles",11,0,0,"04-12-2020"
"2953","Sierra Leone",10,0,0,"04-12-2020"
"2957","Somalia",25,1,2,"04-12-2020"
"2958","South Africa",2173,25,410,"04-12-2020"
"2959","South Sudan",4,0,0,"04-12-2020"
"2962","Sudan",19,2,2,"04-12-2020"
"2968","Tanzania",32,3,5,"04-12-2020"
"2971","Togo",76,3,29,"04-12-2020"
"2973","Tunisia",707,31,43,"04-12-2020"
"2975","Uganda",54,0,4,"04-12-2020"
"2984","Western Sahara",6,0,0,"04-12-2020"
"2986","Zambia",43,2,30,"04-12-2020"
"2987","Zimbabwe",14,3,0,"04-12-2020"
"28233","Algeria",1983,313,601,"04-13-2020"
"28251","Angola",19,2,4,"04-13-2020"
"28384","Benin",35,1,5,"04-13-2020"
"28421","Botswana",13,1,0,"04-13-2020"
"28463","Burkina Faso",497,27,161,"04-13-2020"
"28481","Burundi",5,1,0,"04-13-2020"
"28512","Cameroon",820,12,98,"04-13-2020"
"28523","Central African Republic",11,0,3,"04-13-2020"
"28531","Chad",23,0,2,"04-13-2020"
"28562","Congo (Brazzaville)",60,5,5,"04-13-2020"
"2857","Congo (Kinshasa)",235,20,17,"04-13-2020"
"28591","Cote d'Ivoire",626,6,89,"04-13-2020"
"28662","Djibouti",298,2,41,"04-13-2020"
"28702","Egypt",2190,164,589,"04-13-2020"
"28721","Equatorial Guinea",21,0,4,"04-13-2020"
"28731","Eritrea",34,0,0,"04-13-2020"
"28752","Eswatini",15,0,7,"04-13-2020"
"28761","Ethiopia",74,3,14,"04-13-2020"
"28802","Gabon",57,1,1,"04-13-2020"
"28813","Gambia",9,1,2,"04-13-2020"
"28841","Ghana",566,8,4,"04-13-2020"
"28881","Guinea",319,0,17,"04-13-2020"
"2889","Guinea-Bissau",38,0,0,"04-13-2020"
"29071","Kenya",208,9,40,"04-13-2020"
"29151","Liberia",59,6,4,"04-13-2020"
"2916","Libya",26,1,9,"04-13-2020"
"29212","Madagascar",106,0,21,"04-13-2020"
"29221","Malawi",16,2,0,"04-13-2020"
"29251","Mali",123,10,26,"04-13-2020"
"29272","Mauritania",7,1,2,"04-13-2020"
"29282","Mauritius",324,9,42,"04-13-2020"
"29341","Morocco",1763,126,203,"04-13-2020"
"29351","Mozambique",21,0,2,"04-13-2020"
"29361","Namibia",16,0,3,"04-13-2020"
"2941","Niger",529,12,75,"04-13-2020"
"2942","Nigeria",343,10,91,"04-13-2020"
"29571","Rwanda",127,0,42,"04-13-2020"
"29621","Sao Tome and Principe",4,0,0,"04-13-2020"
"29641","Senegal",291,2,178,"04-13-2020"
"2966","Seychelles",11,0,0,"04-13-2020"
"2967","Sierra Leone",10,0,0,"04-13-2020"
"29711","Somalia",60,2,2,"04-13-2020"
"2972","South Africa",2272,27,410,"04-13-2020"
"29731","South Sudan",4,0,0,"04-13-2020"
"2976","Sudan",29,4,4,"04-13-2020"
"2982","Tanzania",49,3,7,"04-13-2020"
"2985","Togo",77,3,29,"04-13-2020"
"29871","Tunisia",726,34,43,"04-13-2020"
"2989","Uganda",54,0,7,"04-13-2020"
"2998","Western Sahara",6,0,0,"04-13-2020"
"3000","Zambia",45,2,30,"04-13-2020"
"3001","Zimbabwe",17,3,0,"04-13-2020"
"28352","Algeria",2070,326,691,"04-14-2020"
"28372","Angola",19,2,5,"04-14-2020"
"2850","Benin",35,1,18,"04-14-2020"
"28543","Botswana",13,1,0,"04-14-2020"
"28582","Burkina Faso",528,30,177,"04-14-2020"
"28601","Burundi",5,1,0,"04-14-2020"
"2863","Cameroon",848,14,130,"04-14-2020"
"28642","Central African Republic",11,0,4,"04-14-2020"
"2865","Chad",23,0,2,"04-14-2020"
"2868","Congo (Brazzaville)",60,5,5,"04-14-2020"
"28691","Congo (Kinshasa)",241,20,20,"04-14-2020"
"28711","Cote d'Ivoire",638,6,114,"04-14-2020"
"28781","Djibouti",363,2,53,"04-14-2020"
"28822","Egypt",2350,178,589,"04-14-2020"
"28842","Equatorial Guinea",41,0,4,"04-14-2020"
"28851","Eritrea",34,0,0,"04-14-2020"
"2887","Eswatini",15,0,8,"04-14-2020"
"28882","Ethiopia",82,3,14,"04-14-2020"
"28921","Gabon",57,1,1,"04-14-2020"
"28931","Gambia",9,1,2,"04-14-2020"
"28961","Ghana",636,8,17,"04-14-2020"
"2900","Guinea",363,0,31,"04-14-2020"
"29012","Guinea-Bissau",38,0,0,"04-14-2020"
"2919","Kenya",216,9,41,"04-14-2020"
"29273","Liberia",59,6,4,"04-14-2020"
"29283","Libya",35,1,9,"04-14-2020"
"2933","Madagascar",108,0,23,"04-14-2020"
"29342","Malawi",16,2,0,"04-14-2020"
"29371","Mali",144,13,34,"04-14-2020"
"29392","Mauritania",7,1,2,"04-14-2020"
"29401","Mauritius",324,9,51,"04-14-2020"
"2946","Morocco",1888,126,217,"04-14-2020"
"2947","Mozambique",28,0,2,"04-14-2020"
"29482","Namibia",16,0,3,"04-14-2020"
"29531","Niger",570,14,90,"04-14-2020"
"2954","Nigeria",373,11,99,"04-14-2020"
"2969","Rwanda",134,0,49,"04-14-2020"
"2974","Sao Tome and Principe",4,0,0,"04-14-2020"
"29761","Senegal",299,2,183,"04-14-2020"
"2978","Seychelles",11,0,0,"04-14-2020"
"2979","Sierra Leone",11,0,0,"04-14-2020"
"2983","Somalia",60,2,2,"04-14-2020"
"29841","South Africa",2415,27,410,"04-14-2020"
"29851","South Sudan",4,0,0,"04-14-2020"
"2988","Sudan",32,5,4,"04-14-2020"
"2994","Tanzania",53,3,7,"04-14-2020"
"2997","Togo",77,3,32,"04-14-2020"
"2999","Tunisia",747,34,43,"04-14-2020"
"30011","Uganda",55,0,8,"04-14-2020"
"3010","Western Sahara",6,0,0,"04-14-2020"
"3012","Zambia",45,2,30,"04-14-2020"
"3013","Zimbabwe",17,3,0,"04-14-2020"
"28482","Algeria",2160,336,708,"04-15-2020"
"28501","Angola",19,2,5,"04-15-2020"
"28631","Benin",35,1,18,"04-15-2020"
"28674","Botswana",13,1,0,"04-15-2020"
"28712","Burkina Faso",542,32,226,"04-15-2020"
"28732","Burundi",5,1,0,"04-15-2020"
"28762","Cameroon",848,17,165,"04-15-2020"
"28771","Central African Republic",12,0,4,"04-15-2020"
"28782","Chad",23,0,2,"04-15-2020"
"28814","Congo (Brazzaville)",117,5,11,"04-15-2020"
"28823","Congo (Kinshasa)",254,21,21,"04-15-2020"
"28843","Cote d'Ivoire",638,6,114,"04-15-2020"
"28911","Djibouti",435,2,71,"04-15-2020"
"28951","Egypt",2505,183,589,"04-15-2020"
"28972","Equatorial Guinea",51,0,4,"04-15-2020"
"28981","Eritrea",35,0,0,"04-15-2020"
"29001","Eswatini",15,0,8,"04-15-2020"
"29013","Ethiopia",85,3,15,"04-15-2020"
"29052","Gabon",80,1,4,"04-15-2020"
"29061","Gambia",9,1,2,"04-15-2020"
"29091","Ghana",636,8,17,"04-15-2020"
"29131","Guinea",404,1,31,"04-15-2020"
"29141","Guinea-Bissau",43,0,0,"04-15-2020"
"2932","Kenya",225,10,53,"04-15-2020"
"29402","Liberia",59,6,4,"04-15-2020"
"29411","Libya",48,1,9,"04-15-2020"
"29461","Madagascar",110,0,29,"04-15-2020"
"29471","Malawi",16,2,0,"04-15-2020"
"29502","Mali",148,13,34,"04-15-2020"
"29522","Mauritania",7,1,2,"04-15-2020"
"29532","Mauritius",324,9,65,"04-15-2020"
"29591","Morocco",2024,127,229,"04-15-2020"
"2960","Mozambique",29,0,2,"04-15-2020"
"29611","Namibia",16,0,3,"04-15-2020"
"29661","Niger",584,14,90,"04-15-2020"
"29671","Nigeria",407,12,128,"04-15-2020"
"29821","Rwanda",136,0,54,"04-15-2020"
"29872","Sao Tome and Principe",4,0,0,"04-15-2020"
"29891","Senegal",314,2,190,"04-15-2020"
"2991","Seychelles",11,0,0,"04-15-2020"
"2992","Sierra Leone",13,0,0,"04-15-2020"
"2996","Somalia",80,5,2,"04-15-2020"
"29971","South Africa",2506,34,410,"04-15-2020"
"29981","South Sudan",4,0,0,"04-15-2020"
"30012","Sudan",32,5,4,"04-15-2020"
"3007","Tanzania",88,4,11,"04-15-2020"
"30101","Togo",81,3,35,"04-15-2020"
"30121","Tunisia",780,35,43,"04-15-2020"
"3014","Uganda",55,0,12,"04-15-2020"
"30237","Western Sahara",6,0,0,"04-15-2020"
"3025","Zambia",48,2,30,"04-15-2020"
"3026","Zimbabwe",23,3,1,"04-15-2020"
"28632","Algeria",2268,348,783,"04-16-2020"
"28651","Angola",19,2,5,"04-16-2020"
"28783","Benin",35,1,18,"04-16-2020"
"28824","Botswana",15,1,0,"04-16-2020"
"28861","Burkina Faso",546,32,257,"04-16-2020"
"28883","Burundi",5,1,0,"04-16-2020"
"28912","Cameroon",996,22,164,"04-16-2020"
"28922","Central African Republic",12,0,4,"04-16-2020"
"28932","Chad",27,0,5,"04-16-2020"
"28962","Congo (Brazzaville)",117,5,11,"04-16-2020"
"28973","Congo (Kinshasa)",267,22,23,"04-16-2020"
"28992","Cote d'Ivoire",654,6,146,"04-16-2020"
"29062","Djibouti",591,2,73,"04-16-2020"
"29102","Egypt",2673,196,596,"04-16-2020"
"29121","Equatorial Guinea",51,0,4,"04-16-2020"
"29132","Eritrea",35,0,0,"04-16-2020"
"29152","Eswatini",16,1,8,"04-16-2020"
"29161","Ethiopia",92,3,15,"04-16-2020"
"29202","Gabon",80,1,4,"04-16-2020"
"29213","Gambia",9,1,2,"04-16-2020"
"29241","Ghana",641,8,83,"04-16-2020"
"29284","Guinea",438,1,49,"04-16-2020"
"29291","Guinea-Bissau",43,0,0,"04-16-2020"
"29472","Kenya",234,11,53,"04-16-2020"
"2955","Liberia",59,6,4,"04-16-2020"
"2956","Libya",49,1,11,"04-16-2020"
"29612","Madagascar",111,0,33,"04-16-2020"
"29622","Malawi",16,2,0,"04-16-2020"
"2965","Mali",171,13,34,"04-16-2020"
"29672","Mauritania",7,1,2,"04-16-2020"
"29681","Mauritius",324,9,81,"04-16-2020"
"29741","Morocco",2283,130,249,"04-16-2020"
"29751","Mozambique",31,0,2,"04-16-2020"
"29762","Namibia",16,0,4,"04-16-2020"
"2981","Niger",584,14,90,"04-16-2020"
"29822","Nigeria",442,13,152,"04-16-2020"
"29972","Rwanda",138,0,60,"04-16-2020"
"3002","Sao Tome and Principe",4,0,0,"04-16-2020"
"3004","Senegal",335,2,194,"04-16-2020"
"3006","Seychelles",11,0,0,"04-16-2020"
"30071","Sierra Leone",15,0,0,"04-16-2020"
"3011","Somalia",80,5,2,"04-16-2020"
"30122","South Africa",2605,48,903,"04-16-2020"
"30131","South Sudan",4,0,0,"04-16-2020"
"3016","Sudan",32,5,4,"04-16-2020"
"3022","Tanzania",94,4,11,"04-16-2020"
"30251","Togo",81,5,45,"04-16-2020"
"3027","Tunisia",822,37,43,"04-16-2020"
"3029","Uganda",55,0,20,"04-16-2020"
"3038","Western Sahara",6,0,0,"04-16-2020"
"3040","Zambia",48,2,30,"04-16-2020"
"3041","Zimbabwe",23,3,1,"04-16-2020"
"28675","Algeria",2418,364,846,"04-17-2020"
"28692","Angola",19,2,5,"04-17-2020"
"28825","Benin",35,1,18,"04-17-2020"
"28862","Botswana",15,1,0,"04-17-2020"
"28901","Burkina Faso",557,35,294,"04-17-2020"
"28923","Burundi",5,1,0,"04-17-2020"
"28952","Cameroon",996,22,164,"04-17-2020"
"28963","Central African Republic",12,0,4,"04-17-2020"
"28974","Chad",27,0,5,"04-17-2020"
"29002","Congo (Brazzaville)",143,6,11,"04-17-2020"
"29014","Congo (Kinshasa)",287,23,25,"04-17-2020"
"29031","Cote d'Ivoire",688,6,193,"04-17-2020"
"29103","Djibouti",732,2,76,"04-17-2020"
"29142","Egypt",2844,205,646,"04-17-2020"
"29162","Equatorial Guinea",79,0,4,"04-17-2020"
"2917","Eritrea",35,0,0,"04-17-2020"
"29191","Eswatini",16,1,8,"04-17-2020"
"29203","Ethiopia",96,3,15,"04-17-2020"
"29242","Gabon",108,1,7,"04-17-2020"
"29252","Gambia",9,1,2,"04-17-2020"
"29285","Ghana",641,8,83,"04-17-2020"
"29321","Guinea",477,3,59,"04-17-2020"
"29331","Guinea-Bissau",43,0,0,"04-17-2020"
"2951","Kenya",246,11,53,"04-17-2020"
"29592","Liberia",76,7,7,"04-17-2020"
"29601","Libya",49,1,11,"04-17-2020"
"29651","Madagascar",117,0,33,"04-17-2020"
"29662","Malawi",17,2,3,"04-17-2020"
"29691","Mali",171,13,34,"04-17-2020"
"29712","Mauritania",7,1,2,"04-17-2020"
"29721","Mauritius",324,9,108,"04-17-2020"
"29781","Morocco",2564,135,281,"04-17-2020"
"29791","Mozambique",34,0,2,"04-17-2020"
"2980","Namibia",16,0,4,"04-17-2020"
"29852","Niger",627,18,110,"04-17-2020"
"29861","Nigeria",493,17,159,"04-17-2020"
"30013","Rwanda",143,0,65,"04-17-2020"
"30061","Sao Tome and Principe",4,0,0,"04-17-2020"
"3008","Senegal",342,2,198,"04-17-2020"
"30102","Seychelles",11,0,5,"04-17-2020"
"30111","Sierra Leone",26,0,0,"04-17-2020"
"3015","Somalia",116,6,2,"04-17-2020"
"30161","South Africa",2783,50,903,"04-17-2020"
"3017","South Sudan",4,0,0,"04-17-2020"
"3020","Sudan",33,6,4,"04-17-2020"
"30261","Tanzania",147,5,11,"04-17-2020"
"30291","Togo",83,5,48,"04-17-2020"
"3031","Tunisia",864,37,43,"04-17-2020"
"3033","Uganda",56,0,20,"04-17-2020"
"3042","Western Sahara",6,0,0,"04-17-2020"
"3044","Zambia",52,2,30,"04-17-2020"
"3045","Zimbabwe",24,3,2,"04-17-2020"
"28753","Algeria",2534,367,894,"04-18-2020"
"28772","Angola",24,2,6,"04-18-2020"
"28902","Benin",35,1,18,"04-18-2020"
"2894","Botswana",15,1,0,"04-18-2020"
"28982","Burkina Faso",565,36,321,"04-18-2020"
"29003","Burundi",5,1,0,"04-18-2020"
"29032","Cameroon",1017,22,177,"04-18-2020"
"29041","Central African Republic",12,0,4,"04-18-2020"
"29053","Chad",33,0,8,"04-18-2020"
"29082","Congo (Brazzaville)",143,6,11,"04-18-2020"
"29092","Congo (Kinshasa)",307,25,26,"04-18-2020"
"29112","Cote d'Ivoire",801,8,239,"04-18-2020"
"2918","Djibouti",732,2,76,"04-18-2020"
"29222","Egypt",3032,224,701,"04-18-2020"
"29243","Equatorial Guinea",79,0,4,"04-18-2020"
"29253","Eritrea",39,0,3,"04-18-2020"
"29274","Eswatini",22,1,8,"04-18-2020"
"29286","Ethiopia",105,3,16,"04-18-2020"
"29322","Gabon",108,1,7,"04-18-2020"
"29332","Gambia",9,1,2,"04-18-2020"
"29362","Ghana",834,9,99,"04-18-2020"
"29403","Guinea",518,3,65,"04-18-2020"
"29412","Guinea-Bissau",46,0,0,"04-18-2020"
"29593","Kenya",262,12,60,"04-18-2020"
"29673","Liberia",76,7,7,"04-18-2020"
"29682","Libya",49,1,11,"04-18-2020"
"29732","Madagascar",120,0,35,"04-18-2020"
"29742","Malawi",17,2,3,"04-18-2020"
"2977","Mali",216,13,41,"04-18-2020"
"29792","Mauritania",7,1,2,"04-18-2020"
"29801","Mauritius",325,9,180,"04-18-2020"
"29862","Morocco",2685,137,314,"04-18-2020"
"29873","Mozambique",35,0,4,"04-18-2020"
"29881","Namibia",16,0,6,"04-18-2020"
"2993","Niger",639,19,113,"04-18-2020"
"29941","Nigeria",542,19,166,"04-18-2020"
"3009","Rwanda",144,0,69,"04-18-2020"
"30141","Sao Tome and Principe",4,0,0,"04-18-2020"
"30162","Senegal",350,3,211,"04-18-2020"
"3018","Seychelles",11,0,5,"04-18-2020"
"3019","Sierra Leone",30,0,0,"04-18-2020"
"30231","Somalia",135,7,2,"04-18-2020"
"3024","South Africa",3034,52,903,"04-18-2020"
"30252","South Sudan",4,0,0,"04-18-2020"
"3028","Sudan",66,10,6,"04-18-2020"
"30345","Tanzania",147,5,11,"04-18-2020"
"3037","Togo",84,5,49,"04-18-2020"
"3039","Tunisia",864,37,43,"04-18-2020"
"30411","Uganda",55,0,22,"04-18-2020"
"3050","Western Sahara",6,0,0,"04-18-2020"
"3052","Zambia",57,2,33,"04-18-2020"
"3053","Zimbabwe",25,3,2,"04-18-2020"
"28941","Algeria",2629,375,1047,"04-19-2020"
"28964","Angola",24,2,6,"04-19-2020"
"29093","Benin",35,1,18,"04-19-2020"
"29133","Botswana",20,1,0,"04-19-2020"
"29171","Burkina Faso",576,36,338,"04-19-2020"
"29192","Burundi",5,1,0,"04-19-2020"
"29223","Cameroon",1017,42,305,"04-19-2020"
"2923","Central African Republic",12,0,4,"04-19-2020"
"29244","Chad",33,0,8,"04-19-2020"
"29275","Congo (Brazzaville)",143,6,11,"04-19-2020"
"29287","Congo (Kinshasa)",327,25,26,"04-19-2020"
"29301","Cote d'Ivoire",847,9,260,"04-19-2020"
