"","Country_Region","Confirmed","Deaths","Recovered","Date"
"36941","Niger",1020,67,901,"06-18-2020"
"3695","Nigeria",18480,475,6307,"06-18-2020"
"37073","Rwanda",646,2,350,"06-18-2020"
"37123","Sao Tome and Principe",688,12,191,"06-18-2020"
"37144","Senegal",5475,76,3716,"06-18-2020"
"37164","Seychelles",11,0,11,"06-18-2020"
"37172","Sierra Leone",1272,51,710,"06-18-2020"
"37214","Somalia",2719,88,724,"06-18-2020"
"37222","South Africa",83890,1737,44920,"06-18-2020"
"37232","South Sudan",1830,32,117,"06-18-2020"
"3725","Sudan",8020,487,2966,"06-18-2020"
"37312","Tanzania",509,21,183,"06-18-2020"
"37342","Togo",547,13,353,"06-18-2020"
"37361","Tunisia",1132,50,1006,"06-18-2020"
"37383","Uganda",741,0,486,"06-18-2020"
"37451","Western Sahara",9,1,8,"06-18-2020"
"37471","Zambia",1416,11,1144,"06-18-2020"
"3748","Zimbabwe",463,4,63,"06-18-2020"
"35832","Algeria",11504,825,8196,"06-19-2020"
"35852","Angola",172,8,66,"06-19-2020"
"35985","Benin",650,11,247,"06-19-2020"
"36029","Botswana",89,1,25,"06-19-2020"
"36058","Burkina Faso",900,53,810,"06-19-2020"
"36078","Burundi",104,1,75,"06-19-2020"
"36109","Cameroon",10638,282,7548,"06-19-2020"
"36117","Central African Republic",2605,19,417,"06-19-2020"
"361210","Chad",858,74,742,"06-19-2020"
"36138","Comoros",210,5,129,"06-19-2020"
"36144","Congo (Brazzaville)",883,27,391,"06-19-2020"
"36155","Congo (Kinshasa)",5477,122,719,"06-19-2020"
"36174","Cote d'Ivoire",6874,49,2942,"06-19-2020"
"36241","Djibouti",4565,45,3565,"06-19-2020"
"36286","Egypt",52211,2017,13928,"06-19-2020"
"36308","Equatorial Guinea",1664,32,515,"06-19-2020"
"36315","Eritrea",142,0,39,"06-19-2020"
"36335","Eswatini",623,4,276,"06-19-2020"
"36347","Ethiopia",4070,72,1029,"06-19-2020"
"36388","Gabon",4428,34,1750,"06-19-2020"
"36395","Gambia",36,1,24,"06-19-2020"
"36415","Ghana",13203,70,4548,"06-19-2020"
"36457","Guinea",4904,27,3522,"06-19-2020"
"36462","Guinea-Bissau",1541,17,153,"06-19-2020"
"36614","Kenya",4374,119,1550,"06-19-2020"
"36698","Lesotho",4,0,2,"06-19-2020"
"36704","Liberia",581,33,250,"06-19-2020"
"36716","Libya",520,10,83,"06-19-2020"
"36761","Madagascar",1443,13,498,"06-19-2020"
"36773","Malawi",620,8,91,"06-19-2020"
"36805","Mali",1923,108,1217,"06-19-2020"
"36825","Mauritania",2621,102,653,"06-19-2020"
"36831","Mauritius",337,10,325,"06-19-2020"
"36884","Morocco",9613,213,8117,"06-19-2020"
"36893","Mozambique",668,4,177,"06-19-2020"
"36902","Namibia",45,0,19,"06-19-2020"
"36951","Niger",1020,67,901,"06-19-2020"
"36961","Nigeria",19147,487,6581,"06-19-2020"
"37081","Rwanda",661,2,351,"06-19-2020"
"37134","Sao Tome and Principe",693,12,199,"06-19-2020"
"37155","Senegal",5639,79,3788,"06-19-2020"
"37173","Seychelles",11,0,11,"06-19-2020"
"37183","Sierra Leone",1298,53,732,"06-19-2020"
"37223","Somalia",2719,88,724,"06-19-2020"
"37233","South Africa",87715,1831,47825,"06-19-2020"
"37244","South Sudan",1864,34,122,"06-19-2020"
"37261","Sudan",8316,506,3086,"06-19-2020"
"37322","Tanzania",509,21,183,"06-19-2020"
"37352","Togo",555,13,361,"06-19-2020"
"37372","Tunisia",1146,50,1014,"06-19-2020"
"3739","Uganda",755,0,492,"06-19-2020"
"37462","Western Sahara",9,1,8,"06-19-2020"
"37481","Zambia",1430,11,1194,"06-19-2020"
"3749","Zimbabwe",479,4,63,"06-19-2020"
"35874","Algeria",11631,837,8324,"06-20-2020"
"35895","Angola",176,9,66,"06-20-2020"
"360210","Benin",650,11,247,"06-20-2020"
"36069","Botswana",89,1,25,"06-20-2020"
"360911","Burkina Faso",901,53,810,"06-20-2020"
"36118","Burundi",104,1,75,"06-20-2020"
"36145","Cameroon",11610,301,7702,"06-20-2020"
"36156","Central African Republic",2686,19,420,"06-20-2020"
"36169","Chad",858,74,746,"06-20-2020"
"36175","Comoros",247,5,159,"06-20-2020"
"36182","Congo (Brazzaville)",883,27,391,"06-20-2020"
"36196","Congo (Kinshasa)",5672,125,807,"06-20-2020"
"36211","Cote d'Ivoire",7276,52,2992,"06-20-2020"
"36287","Djibouti",4565,45,3565,"06-20-2020"
"36325","Egypt",53758,2106,14327,"06-20-2020"
"36348","Equatorial Guinea",1664,32,515,"06-20-2020"
"36354","Eritrea",143,0,39,"06-20-2020"
"36379","Eswatini",627,5,285,"06-20-2020"
"36389","Ethiopia",4469,72,1122,"06-20-2020"
"36424","Gabon",4428,34,1750,"06-20-2020"
"36438","Gambia",37,2,24,"06-20-2020"
"36458","Ghana",13717,85,10074,"06-20-2020"
"36491","Guinea",4960,27,3630,"06-20-2020"
"36504","Guinea-Bissau",1541,17,153,"06-20-2020"
"36652","Kenya",4478,121,1586,"06-20-2020"
"36732","Lesotho",4,0,2,"06-20-2020"
"36745","Liberia",601,33,254,"06-20-2020"
"36756","Libya",544,10,98,"06-20-2020"
"36806","Madagascar",1503,13,618,"06-20-2020"
"36814","Malawi",620,8,91,"06-20-2020"
"36843","Mali",1933,109,1255,"06-20-2020"
"36862","Mauritania",2813,108,696,"06-20-2020"
"36876","Mauritius",337,10,326,"06-20-2020"
"36922","Morocco",9839,213,8223,"06-20-2020"
"36933","Mozambique",688,4,177,"06-20-2020"
"36942","Namibia",46,0,19,"06-20-2020"
"36991","Niger",1035,67,911,"06-20-2020"
"37003","Nigeria",19808,506,6718,"06-20-2020"
"37124","Rwanda",702,2,357,"06-20-2020"
"37174","Sao Tome and Principe",698,12,203,"06-20-2020"
"37192","Senegal",5783,82,3859,"06-20-2020"
"37215","Seychelles",11,0,11,"06-20-2020"
"37224","Sierra Leone",1309,53,746,"06-20-2020"
"37262","Somalia",2755,88,751,"06-20-2020"
"37273","South Africa",92681,1877,50326,"06-20-2020"
"37281","South Sudan",1882,34,122,"06-20-2020"
"37302","Sudan",8580,521,3325,"06-20-2020"
"37362","Tanzania",509,21,183,"06-20-2020"
"37391","Togo",561,13,366,"06-20-2020"
"37413","Tunisia",1156,50,1017,"06-20-2020"
"37432","Uganda",763,0,492,"06-20-2020"
"3750","Western Sahara",9,1,8,"06-20-2020"
"3752","Zambia",1430,11,1194,"06-20-2020"
"3753","Zimbabwe",479,4,63,"06-20-2020"
"35875","Algeria",11771,845,8422,"06-21-2020"
"35896","Angola",183,9,77,"06-21-2020"
"360211","Benin",765,13,253,"06-21-2020"
"360610","Botswana",89,1,25,"06-21-2020"
"360912","Burkina Faso",903,53,814,"06-21-2020"
"36119","Burundi",144,1,93,"06-21-2020"
"36146","Cameroon",11892,303,7710,"06-21-2020"
"36157","Central African Republic",2808,23,472,"06-21-2020"
"361610","Chad",858,74,752,"06-21-2020"
"36176","Comoros",247,5,159,"06-21-2020"
"36183","Congo (Brazzaville)",883,27,391,"06-21-2020"
"36197","Congo (Kinshasa)",5826,130,841,"06-21-2020"
"36212","Cote d'Ivoire",7492,54,3068,"06-21-2020"
"36288","Djibouti",4582,45,3859,"06-21-2020"
"36326","Egypt",55233,2193,14736,"06-21-2020"
