"","Est","Var","Country","Date","Exposure","Upper","Lower"
"760",3.7627854385874,0.167579505944821,"Namibia",2020-06-23,102,4.09794445047704,3.42762642669776
"761",3.79107227998594,0.172161905907581,"Namibia",2020-06-24,103,4.1353960918011,3.44674846817077
"762",3.81433149727525,0.179310188722445,"Namibia",2020-06-25,104,4.17295187472014,3.45571111983036
"763",3.8382428323953,0.179966428140994,"Namibia",2020-06-26,105,4.19817568867728,3.47830997611331
"764",6.89494540826703,0.131215169063737,"Niger",2020-06-06,79,7.15737574639451,6.63251507013956
"765",6.8968843680666,0.131565630675156,"Niger",2020-06-07,80,7.16001562941691,6.63375310671629
"766",6.90434577732078,0.135110705946566,"Niger",2020-06-08,81,7.17456718921392,6.63412436542765
"767",6.90715389922456,0.138013555557147,"Niger",2020-06-09,82,7.18318101033885,6.63112678811026
"768",6.91687855869142,0.138025970144169,"Niger",2020-06-10,83,7.19293049897976,6.64082661840308
"769",6.91487051154685,0.14012294530553,"Niger",2020-06-11,84,7.19511640215791,6.63462462093579
"770",6.92255510894128,0.141134016607095,"Niger",2020-06-12,85,7.20482314215547,6.64028707572709
"771",6.9258333373518,0.14597969157458,"Niger",2020-06-13,86,7.21779272050096,6.63387395420264
"772",6.92660419970428,0.144939300887645,"Niger",2020-06-14,87,7.21648280147957,6.63672559792899
"773",6.93063472615175,0.148305747438189,"Niger",2020-06-15,88,7.22724622102813,6.63402323127537
"774",6.93617348374399,0.153471376804008,"Niger",2020-06-16,89,7.24311623735201,6.62923073013598
"775",6.94302680850032,0.154772704029966,"Niger",2020-06-17,90,7.25257221656025,6.63348140044038
"776",6.94625315860144,0.155687463216865,"Niger",2020-06-18,91,7.25762808503517,6.63487823216771
"777",6.95181989767495,0.157250975080843,"Niger",2020-06-19,92,7.26632184783664,6.63731794751327
"778",6.95537374355485,0.16099530238369,"Niger",2020-06-20,93,7.27736434832223,6.63338313878747
"779",6.95939889005977,0.164520540420024,"Niger",2020-06-21,94,7.28843997089982,6.63035780921972
"780",6.96783310430717,0.16612358711399,"Niger",2020-06-22,95,7.30008027853515,6.63558593007919
"781",6.96894920047423,0.169836010814288,"Niger",2020-06-23,96,7.30862122210281,6.62927717884566
"782",6.97166650873814,0.175089705145492,"Niger",2020-06-24,97,7.32184591902912,6.62148709844715
"783",6.97784134610592,0.17642096650396,"Niger",2020-06-25,98,7.33068327911385,6.624999413098
"784",6.98421517243353,0.183201678599279,"Niger",2020-06-26,99,7.35061852963209,6.61781181523498
"785",9.4454996412131,0.129502613834658,"Nigeria",2020-06-06,100,9.70450486888241,9.18649441354378
"786",9.48032234357518,0.132695322412124,"Nigeria",2020-06-07,101,9.74571298839943,9.21493169875093
"787",9.52155013589814,0.13533833316364,"Nigeria",2020-06-08,102,9.79222680222542,9.25087346957086
