"Country_Region","Confirmed","Deaths","Recovered","Date","New Cases","New Deaths","New Recoveries","DaysSince","Exposure","prediction","Day","upper","lower"
"Congo (Kinshasa)",9757,247,8895,2020-08-20,16,1,0,142,163,NA,NA,NA,NA
"Cote d'Ivoire",17249,112,14611,2020-08-20,17,1,189,142,163,NA,NA,NA,NA
"Eswatini",4110,81,2643,2020-08-20,52,2,32,142,160,NA,NA,NA,NA
"Sao Tome and Principe",888,15,829,2020-08-20,3,0,3,142,137,NA,NA,NA,NA
"Congo (Brazzaville)",3850,77,1625,2020-08-21,0,0,0,143,160,NA,NA,NA,NA
"Congo (Kinshasa)",9802,248,8920,2020-08-21,45,1,25,143,164,NA,NA,NA,NA
"Cote d'Ivoire",17310,112,14820,2020-08-21,61,0,209,143,164,NA,NA,NA,NA
"Eswatini",4128,81,2682,2020-08-21,18,0,39,143,161,NA,NA,NA,NA
"Sao Tome and Principe",891,15,830,2020-08-21,3,0,1,143,138,NA,NA,NA,NA
"Congo (Brazzaville)",3850,77,1625,2020-08-22,0,0,0,144,161,NA,NA,NA,NA
"Congo (Kinshasa)",9811,251,8920,2020-08-22,9,3,0,144,165,NA,NA,NA,NA
"Cote d'Ivoire",17374,113,15106,2020-08-22,64,1,286,144,165,NA,NA,NA,NA
"Eswatini",4189,83,2762,2020-08-22,61,2,80,144,162,NA,NA,NA,NA
"Sao Tome and Principe",892,15,831,2020-08-22,1,0,1,144,139,NA,NA,NA,NA
"Congo (Brazzaville)",3850,77,1625,2020-08-23,0,0,0,145,162,NA,NA,NA,NA
"Congo (Kinshasa)",9830,251,8934,2020-08-23,19,0,14,145,166,NA,NA,NA,NA
"Cote d'Ivoire",17471,113,15301,2020-08-23,97,0,195,145,166,NA,NA,NA,NA
"Eswatini",4225,85,2898,2020-08-23,36,2,136,145,163,NA,NA,NA,NA
"Sao Tome and Principe",892,15,831,2020-08-23,0,0,0,145,140,NA,NA,NA,NA
"Congo (Brazzaville)",3979,78,1742,2020-08-24,129,1,117,146,163,NA,NA,NA,NA
"Congo (Kinshasa)",9842,251,8953,2020-08-24,12,0,19,146,167,NA,NA,NA,NA
"Cote d'Ivoire",17506,114,15633,2020-08-24,35,1,332,146,167,NA,NA,NA,NA
"Eswatini",4304,85,2936,2020-08-24,79,0,38,146,164,NA,NA,NA,NA
"Sao Tome and Principe",892,15,832,2020-08-24,0,0,1,146,141,NA,NA,NA,NA
"Congo (Brazzaville)",3979,78,1742,2020-08-25,0,0,0,147,164,NA,NA,NA,NA
"Congo (Kinshasa)",9891,251,8972,2020-08-25,49,0,19,147,168,NA,NA,NA,NA
"Cote d'Ivoire",17562,114,15908,2020-08-25,56,0,275,147,168,NA,NA,NA,NA
"Eswatini",4327,86,2959,2020-08-25,23,1,23,147,165,NA,NA,NA,NA
"Sao Tome and Principe",892,15,833,2020-08-25,0,0,1,147,142,NA,NA,NA,NA
"Congo (Brazzaville)",3979,78,1742,2020-08-26,0,0,0,148,165,NA,NA,NA,NA
"Congo (Kinshasa)",9912,254,8987,2020-08-26,21,3,15,148,169,NA,NA,NA,NA
"Cote d'Ivoire",17603,114,15941,2020-08-26,41,0,33,148,169,NA,NA,NA,NA
"Eswatini",4387,88,3078,2020-08-26,60,2,119,148,166,NA,NA,NA,NA
"Sao Tome and Principe",892,15,842,2020-08-26,0,0,9,148,143,NA,NA,NA,NA
"Congo (Brazzaville)",3979,78,1742,2020-08-27,0,0,0,149,166,NA,NA,NA,NA
"Congo (Kinshasa)",9915,255,9020,2020-08-27,3,1,33,149,170,NA,NA,NA,NA
"Cote d'Ivoire",17702,115,16139,2020-08-27,99,1,198,149,170,NA,NA,NA,NA
"Eswatini",4433,89,3115,2020-08-27,46,1,37,149,167,NA,NA,NA,NA
"Sao Tome and Principe",894,15,846,2020-08-27,2,0,4,149,144,NA,NA,NA,NA
"Congo (Brazzaville)",3979,78,1742,2020-08-28,0,0,0,150,167,NA,NA,NA,NA
"Congo (Kinshasa)",9994,255,9035,2020-08-28,79,0,15,150,171,NA,NA,NA,NA
"Cote d'Ivoire",17797,115,16315,2020-08-28,95,0,176,150,171,NA,NA,NA,NA
"Eswatini",4461,91,3210,2020-08-28,28,2,95,150,168,NA,NA,NA,NA
"Sao Tome and Principe",895,15,848,2020-08-28,1,0,2,150,145,NA,NA,NA,NA
"Congo (Brazzaville)",3979,78,1742,2020-08-29,0,0,0,151,168,NA,NA,NA,NA
"Congo (Kinshasa)",10007,258,9068,2020-08-29,13,3,33,151,172,NA,NA,NA,NA
"Cote d'Ivoire",17893,115,16440,2020-08-29,96,0,125,151,172,NA,NA,NA,NA
"Eswatini",4510,91,3359,2020-08-29,49,0,149,151,169,NA,NA,NA,NA
"Sao Tome and Principe",895,15,848,2020-08-29,0,0,0,151,146,NA,NA,NA,NA
"Congo (Brazzaville)",3979,78,1742,2020-08-30,0,0,0,152,169,NA,NA,NA,NA
"Congo (Kinshasa)",10045,258,9103,2020-08-30,38,0,35,152,173,NA,NA,NA,NA
"Cote d'Ivoire",17948,115,16553,2020-08-30,55,0,113,152,173,NA,NA,NA,NA
"Eswatini",4561,91,3478,2020-08-30,51,0,119,152,170,NA,NA,NA,NA
"Sao Tome and Principe",896,15,851,2020-08-30,1,0,3,152,147,NA,NA,NA,NA
"Congo (Brazzaville)",3979,78,1742,2020-08-31,0,0,0,153,170,NA,NA,NA,NA
"Congo (Kinshasa)",10097,258,9133,2020-08-31,52,0,30,153,174,NA,NA,NA,NA
"Cote d'Ivoire",18067,117,16699,2020-08-31,119,2,146,153,174,NA,NA,NA,NA
"Eswatini",4577,91,3529,2020-08-31,16,0,51,153,171,NA,NA,NA,NA
"Sao Tome and Principe",896,15,851,2020-08-31,0,0,0,153,148,NA,NA,NA,NA
"Congo (Brazzaville)",3979,78,1742,2020-09-01,0,0,0,154,171,NA,NA,NA,NA
"Congo (Kinshasa)",10104,259,9322,2020-09-01,7,1,189,154,175,NA,NA,NA,NA
"Cote d'Ivoire",18103,117,16814,2020-09-01,36,0,115,154,175,NA,NA,NA,NA
"Eswatini",4618,94,3562,2020-09-01,41,3,33,154,172,NA,NA,NA,NA
"Sao Tome and Principe",896,15,853,2020-09-01,0,0,2,154,149,NA,NA,NA,NA
"Congo (Brazzaville)",4628,102,1742,2020-09-02,649,24,0,155,172,NA,NA,NA,NA
"Congo (Kinshasa)",10114,259,9347,2020-09-02,10,0,25,155,176,NA,NA,NA,NA
"Cote d'Ivoire",18161,117,16933,2020-09-02,58,0,119,155,176,NA,NA,NA,NA
"Eswatini",4668,94,3585,2020-09-02,50,0,23,155,173,NA,NA,NA,NA
"Sao Tome and Principe",896,15,855,2020-09-02,0,0,2,155,150,NA,NA,NA,NA
"Congo (Brazzaville)",4628,102,1742,2020-09-03,0,0,0,156,173,NA,NA,NA,NA
"Congo (Kinshasa)",10125,259,9367,2020-09-03,11,0,20,156,177,NA,NA,NA,NA
"Cote d'Ivoire",18208,119,17045,2020-09-03,47,2,112,156,177,NA,NA,NA,NA
"Eswatini",4720,94,3789,2020-09-03,52,0,204,156,174,NA,NA,NA,NA
"Sao Tome and Principe",897,15,857,2020-09-03,1,0,2,156,151,NA,NA,NA,NA
"Congo (Brazzaville)",4628,102,1742,2020-09-04,0,0,0,157,174,NA,NA,NA,NA
"Congo (Kinshasa)",10149,259,9367,2020-09-04,24,0,0,157,178,NA,NA,NA,NA
"Cote d'Ivoire",18269,119,17162,2020-09-04,61,0,117,157,178,NA,NA,NA,NA
"Eswatini",4780,94,3844,2020-09-04,60,0,55,157,175,NA,NA,NA,NA
"Sao Tome and Principe",897,15,859,2020-09-04,0,0,2,157,152,NA,NA,NA,NA
"Congo (Brazzaville)",4628,102,1742,2020-09-05,0,0,0,158,175,NA,NA,NA,NA
"Congo (Kinshasa)",10178,259,9420,2020-09-05,29,0,53,158,179,NA,NA,NA,NA
"Cote d'Ivoire",18472,119,17323,2020-09-05,203,0,161,158,179,NA,NA,NA,NA
"Eswatini",4819,94,3903,2020-09-05,39,0,59,158,176,NA,NA,NA,NA
"Sao Tome and Principe",898,15,859,2020-09-05,1,0,0,158,153,NA,NA,NA,NA
"Congo (Brazzaville)",4628,102,1742,2020-09-06,0,0,0,159,176,NA,NA,NA,NA
"Congo (Kinshasa)",10210,260,9439,2020-09-06,32,1,19,159,180,NA,NA,NA,NA
"Cote d'Ivoire",18588,119,17472,2020-09-06,116,0,149,159,180,NA,NA,NA,NA
"Eswatini",4853,94,3951,2020-09-06,34,0,48,159,177,NA,NA,NA,NA
"Sao Tome and Principe",898,15,859,2020-09-06,0,0,0,159,154,NA,NA,NA,NA
"Congo (Brazzaville)",4891,102,3887,2020-09-07,263,0,2145,160,177,NA,NA,NA,NA
"Congo (Kinshasa)",10233,260,9451,2020-09-07,23,0,12,160,181,NA,NA,NA,NA
"Cote d'Ivoire",18701,119,17599,2020-09-07,113,0,127,160,181,NA,NA,NA,NA
"Eswatini",4884,94,4029,2020-09-07,31,0,78,160,178,NA,NA,NA,NA
"Sao Tome and Principe",898,15,859,2020-09-07,0,0,0,160,155,NA,NA,NA,NA
"Congo (Brazzaville)",4891,114,3887,2020-09-08,0,12,0,161,178,NA,NA,NA,NA
"Congo (Kinshasa)",10292,260,9501,2020-09-08,59,0,50,161,182,NA,NA,NA,NA
"Cote d'Ivoire",18778,119,17688,2020-09-08,77,0,89,161,182,NA,NA,NA,NA
"Eswatini",4904,96,4059,2020-09-08,20,2,30,161,179,NA,NA,NA,NA
"Sao Tome and Principe",898,15,859,2020-09-08,0,0,0,161,156,NA,NA,NA,NA
"Congo (Brazzaville)",4891,114,3887,2020-09-09,0,0,0,162,179,NA,NA,NA,NA
"Congo (Kinshasa)",10324,260,9523,2020-09-09,32,0,22,162,183,NA,NA,NA,NA
"Cote d'Ivoire",18815,119,17770,2020-09-09,37,0,82,162,183,NA,NA,NA,NA
"Eswatini",4936,97,4077,2020-09-09,32,1,18,162,180,NA,NA,NA,NA
"Sao Tome and Principe",898,15,862,2020-09-09,0,0,3,162,157,NA,NA,NA,NA
"Congo (Brazzaville)",4891,83,3887,2020-09-10,0,-31,0,163,180,NA,NA,NA,NA
"Congo (Kinshasa)",10343,262,9533,2020-09-10,19,2,10,163,184,NA,NA,NA,NA
"Cote d'Ivoire",18869,119,17884,2020-09-10,54,0,114,163,184,NA,NA,NA,NA
"Eswatini",4994,98,4103,2020-09-10,58,1,26,163,181,NA,NA,NA,NA
"Sao Tome and Principe",901,15,866,2020-09-10,3,0,4,163,158,NA,NA,NA,NA
"Congo (Brazzaville)",4928,88,3887,2020-09-11,37,5,0,164,181,NA,NA,NA,NA
"Congo (Kinshasa)",10361,262,9622,2020-09-11,18,0,89,164,185,NA,NA,NA,NA
"Cote d'Ivoire",18916,119,17960,2020-09-11,47,0,76,164,185,NA,NA,NA,NA
"Eswatini",5025,98,4165,2020-09-11,31,0,62,164,182,NA,NA,NA,NA
"Sao Tome and Principe",906,15,866,2020-09-11,5,0,0,164,159,NA,NA,NA,NA
"Congo (Brazzaville)",4928,88,3887,2020-09-12,0,0,0,165,182,NA,NA,NA,NA
"Congo (Kinshasa)",10385,262,9719,2020-09-12,24,0,97,165,186,NA,NA,NA,NA
"Cote d'Ivoire",18916,119,17960,2020-09-12,0,0,0,165,186,NA,NA,NA,NA
"Eswatini",5050,98,4188,2020-09-12,25,0,23,165,183,NA,NA,NA,NA
"Sao Tome and Principe",906,15,866,2020-09-12,0,0,0,165,160,NA,NA,NA,NA
"Congo (Brazzaville)",4928,88,3887,2020-09-13,0,0,0,166,183,NA,NA,NA,NA
"Congo (Kinshasa)",10390,264,9756,2020-09-13,5,2,37,166,187,NA,NA,NA,NA
"Cote d'Ivoire",19013,120,18112,2020-09-13,97,1,152,166,187,NA,NA,NA,NA
"Eswatini",5075,98,4229,2020-09-13,25,0,41,166,184,NA,NA,NA,NA
"Sao Tome and Principe",906,15,870,2020-09-13,0,0,4,166,161,NA,NA,NA,NA
"Congo (Brazzaville)",4934,88,3887,2020-09-14,6,0,0,167,184,NA,NA,NA,NA
"Congo (Kinshasa)",10390,264,9807,2020-09-14,0,0,51,167,188,NA,NA,NA,NA
"Cote d'Ivoire",19066,120,18174,2020-09-14,53,0,62,167,188,NA,NA,NA,NA
"Eswatini",5104,101,4374,2020-09-14,29,3,145,167,185,NA,NA,NA,NA
"Sao Tome and Principe",906,15,870,2020-09-14,0,0,0,167,162,NA,NA,NA,NA
"Congo (Brazzaville)",4934,88,3887,2020-09-15,0,0,0,168,185,NA,NA,NA,NA
"Congo (Kinshasa)",10401,267,9817,2020-09-15,11,3,10,168,189,NA,NA,NA,NA
"Cote d'Ivoire",19100,120,18228,2020-09-15,34,0,54,168,189,NA,NA,NA,NA
"Eswatini",5128,101,4401,2020-09-15,24,0,27,168,186,NA,NA,NA,NA
"Sao Tome and Principe",907,15,871,2020-09-15,1,0,1,168,163,NA,NA,NA,NA
"Congo (Brazzaville)",4934,88,3887,2020-09-16,0,0,0,169,186,NA,NA,NA,NA
"Congo (Kinshasa)",10414,267,9827,2020-09-16,13,0,10,169,190,NA,NA,NA,NA
"Cote d'Ivoire",19132,120,18289,2020-09-16,32,0,61,169,190,NA,NA,NA,NA
"Eswatini",5155,101,4418,2020-09-16,27,0,17,169,187,NA,NA,NA,NA
"Sao Tome and Principe",907,15,871,2020-09-16,0,0,0,169,164,NA,NA,NA,NA
"Congo (Brazzaville)",4934,88,3887,2020-09-17,0,0,0,170,187,NA,NA,NA,NA
"Congo (Kinshasa)",10442,267,9840,2020-09-17,28,0,13,170,191,NA,NA,NA,NA
"Cote d'Ivoire",19158,120,18330,2020-09-17,26,0,41,170,191,NA,NA,NA,NA
"Eswatini",5191,103,4439,2020-09-17,36,2,21,170,188,NA,NA,NA,NA
"Sao Tome and Principe",907,15,873,2020-09-17,0,0,2,170,165,NA,NA,NA,NA
"Congo (Brazzaville)",4980,89,3887,2020-09-18,46,1,0,171,188,NA,NA,NA,NA
"Congo (Kinshasa)",10456,268,9863,2020-09-18,14,1,23,171,192,NA,NA,NA,NA
"Cote d'Ivoire",19200,120,18392,2020-09-18,42,0,62,171,192,NA,NA,NA,NA
"Eswatini",5215,103,4478,2020-09-18,24,0,39,171,189,NA,NA,NA,NA
"Sao Tome and Principe",908,15,873,2020-09-18,1,0,0,171,166,NA,NA,NA,NA
"Congo (Brazzaville)",4986,89,3887,2020-09-19,6,0,0,172,189,NA,NA,NA,NA
"Congo (Kinshasa)",10488,268,9891,2020-09-19,32,0,28,172,193,NA,NA,NA,NA
"Cote d'Ivoire",19269,120,18392,2020-09-19,69,0,0,172,193,NA,NA,NA,NA
"Eswatini",5245,104,4571,2020-09-19,30,1,93,172,190,NA,NA,NA,NA
"Sao Tome and Principe",908,15,876,2020-09-19,0,0,3,172,167,NA,NA,NA,NA
"Congo (Brazzaville)",4986,89,3887,2020-09-20,0,0,0,173,190,NA,NA,NA,NA
"Congo (Kinshasa)",10515,271,9930,2020-09-20,27,3,39,173,194,NA,NA,NA,NA
"Cote d'Ivoire",19320,120,18460,2020-09-20,51,0,68,173,194,NA,NA,NA,NA
"Eswatini",5269,104,4624,2020-09-20,24,0,53,173,191,NA,NA,NA,NA
"Sao Tome and Principe",908,15,878,2020-09-20,0,0,2,173,168,NA,NA,NA,NA
"Congo (Brazzaville)",5002,89,3887,2020-09-21,16,0,0,174,191,NA,NA,NA,NA
"Congo (Kinshasa)",10519,271,9952,2020-09-21,4,0,22,174,195,NA,NA,NA,NA
"Cote d'Ivoire",19327,120,18630,2020-09-21,7,0,170,174,195,NA,NA,NA,NA
"Eswatini",5282,104,4647,2020-09-21,13,0,23,174,192,NA,NA,NA,NA
"Sao Tome and Principe",908,15,880,2020-09-21,0,0,2,174,169,NA,NA,NA,NA
"Congo (Brazzaville)",5002,89,3887,2020-09-22,0,0,0,175,192,NA,NA,NA,NA
"Congo (Kinshasa)",10523,271,10011,2020-09-22,4,0,59,175,196,NA,NA,NA,NA
"Cote d'Ivoire",19343,120,18682,2020-09-22,16,0,52,175,196,NA,NA,NA,NA
"Eswatini",5307,106,4672,2020-09-22,25,2,25,175,193,NA,NA,NA,NA
"Sao Tome and Principe",908,15,880,2020-09-22,0,0,0,175,170,NA,NA,NA,NA
"Congo (Brazzaville)",5005,89,3887,2020-09-23,3,0,0,176,193,NA,NA,NA,NA
"Congo (Kinshasa)",10537,271,10041,2020-09-23,14,0,30,176,197,NA,NA,NA,NA
"Cote d'Ivoire",19430,120,18875,2020-09-23,87,0,193,176,197,NA,NA,NA,NA
"Eswatini",5343,108,4693,2020-09-23,36,2,21,176,194,NA,NA,NA,NA
"Sao Tome and Principe",908,15,880,2020-09-23,0,0,0,176,171,NA,NA,NA,NA
"Congo (Brazzaville)",5005,89,3887,2020-09-24,0,0,0,177,194,NA,NA,NA,NA
"Congo (Kinshasa)",10555,271,10051,2020-09-24,18,0,10,177,198,NA,NA,NA,NA
"Cote d'Ivoire",19501,120,19003,2020-09-24,71,0,128,177,198,NA,NA,NA,NA
"Eswatini",5375,108,4724,2020-09-24,32,0,31,177,195,NA,NA,NA,NA
"Sao Tome and Principe",910,15,881,2020-09-24,2,0,1,177,172,NA,NA,NA,NA
"Congo (Brazzaville)",5005,89,3887,2020-09-25,0,0,0,178,195,NA,NA,NA,NA
"Congo (Kinshasa)",10578,271,10070,2020-09-25,23,0,19,178,199,NA,NA,NA,NA
"Cote d'Ivoire",19556,120,19065,2020-09-25,55,0,62,178,199,NA,NA,NA,NA
"Eswatini",5399,108,4767,2020-09-25,24,0,43,178,196,NA,NA,NA,NA
"Sao Tome and Principe",911,15,881,2020-09-25,1,0,0,178,173,NA,NA,NA,NA
"Congo (Brazzaville)",5005,89,3887,2020-09-26,0,0,0,179,196,NA,NA,NA,NA
"Congo (Kinshasa)",10593,271,10093,2020-09-26,15,0,23,179,200,NA,NA,NA,NA
"Cote d'Ivoire",19600,120,19122,2020-09-26,44,0,57,179,200,NA,NA,NA,NA
"Eswatini",5419,108,4802,2020-09-26,20,0,35,179,197,NA,NA,NA,NA
"Sao Tome and Principe",911,15,883,2020-09-26,0,0,2,179,174,NA,NA,NA,NA
"Congo (Brazzaville)",5008,89,3887,2020-09-27,3,0,0,180,197,NA,NA,NA,NA
"Congo (Kinshasa)",10612,271,10093,2020-09-27,19,0,0,180,201,NA,NA,NA,NA
"Cote d'Ivoire",19629,120,19163,2020-09-27,29,0,41,180,201,NA,NA,NA,NA
"Eswatini",5431,108,4821,2020-09-27,12,0,19,180,198,NA,NA,NA,NA
"Sao Tome and Principe",911,15,883,2020-09-27,0,0,0,180,175,NA,NA,NA,NA
"Congo (Brazzaville)",5008,89,3887,2020-09-28,0,0,0,181,198,NA,NA,NA,NA
"Congo (Kinshasa)",10624,271,10093,2020-09-28,12,0,0,181,202,NA,NA,NA,NA
"Cote d'Ivoire",19641,120,19202,2020-09-28,12,0,39,181,202,NA,NA,NA,NA
"Eswatini",5452,108,4844,2020-09-28,21,0,23,181,199,NA,NA,NA,NA
"Sao Tome and Principe",911,15,885,2020-09-28,0,0,2,181,176,NA,NA,NA,NA
"Congo (Brazzaville)",5008,89,3887,2020-09-29,0,0,0,182,199,NA,NA,NA,NA
"Congo (Kinshasa)",10631,272,10129,2020-09-29,7,1,36,182,203,NA,NA,NA,NA
"Cote d'Ivoire",19669,120,19241,2020-09-29,28,0,39,182,203,NA,NA,NA,NA
"Eswatini",5462,108,4859,2020-09-29,10,0,15,182,200,NA,NA,NA,NA
"Sao Tome and Principe",911,15,885,2020-09-29,0,0,0,182,177,NA,NA,NA,NA
"Congo (Brazzaville)",5089,89,3887,2020-09-30,81,0,0,183,200,NA,NA,NA,NA
"Congo (Kinshasa)",10659,272,10139,2020-09-30,28,0,10,183,204,NA,NA,NA,NA
"Cote d'Ivoire",19724,120,19291,2020-09-30,55,0,50,183,204,NA,NA,NA,NA
"Eswatini",5482,109,4912,2020-09-30,20,1,53,183,201,NA,NA,NA,NA
"Sao Tome and Principe",911,15,886,2020-09-30,0,0,1,183,178,NA,NA,NA,NA
"Congo (Brazzaville)",5089,89,3887,2020-10-01,0,0,0,184,201,NA,NA,NA,NA
"Congo (Kinshasa)",10685,272,10165,2020-10-01,26,0,26,184,205,NA,NA,NA,NA
"Cote d'Ivoire",19755,120,19320,2020-10-01,31,0,29,184,205,NA,NA,NA,NA
"Eswatini",5500,111,5000,2020-10-01,18,2,88,184,202,NA,NA,NA,NA
"Sao Tome and Principe",911,15,886,2020-10-01,0,0,0,184,179,NA,NA,NA,NA
"Congo (Brazzaville)",5089,89,3887,2020-10-02,0,0,0,185,202,NA,NA,NA,NA
"Congo (Kinshasa)",10729,272,10183,2020-10-02,44,0,18,185,206,NA,NA,NA,NA
"Cote d'Ivoire",19793,120,19357,2020-10-02,38,0,37,185,206,NA,NA,NA,NA
"Eswatini",5521,111,5061,2020-10-02,21,0,61,185,203,NA,NA,NA,NA
"Sao Tome and Principe",911,15,886,2020-10-02,0,0,0,185,180,NA,NA,NA,NA
"Congo (Brazzaville)",5089,89,3887,2020-10-03,0,0,0,186,203,NA,NA,NA,NA
"Congo (Kinshasa)",10752,274,10212,2020-10-03,23,2,29,186,207,NA,NA,NA,NA
"Cote d'Ivoire",19849,120,19421,2020-10-03,56,0,64,186,207,NA,NA,NA,NA
"Eswatini",5530,111,5076,2020-10-03,9,0,15,186,204,NA,NA,NA,NA
"Sao Tome and Principe",913,15,886,2020-10-03,2,0,0,186,181,NA,NA,NA,NA
"Congo (Brazzaville)",5089,89,3887,2020-10-04,0,0,0,187,204,NA,NA,NA,NA
"Congo (Kinshasa)",10760,274,10239,2020-10-04,8,0,27,187,208,NA,NA,NA,NA
"Cote d'Ivoire",19882,120,19449,2020-10-04,33,0,28,187,208,NA,NA,NA,NA
"Eswatini",5569,111,5127,2020-10-04,39,0,51,187,205,NA,NA,NA,NA
"Sao Tome and Principe",913,15,887,2020-10-04,0,0,1,187,182,NA,NA,NA,NA
"Congo (Brazzaville)",5089,89,3887,2020-10-05,0,0,0,188,205,NA,NA,NA,NA
"Congo (Kinshasa)",10778,274,10239,2020-10-05,18,0,0,188,209,NA,NA,NA,NA
"Cote d'Ivoire",19885,120,19490,2020-10-05,3,0,41,188,209,NA,NA,NA,NA
"Eswatini",5579,112,5141,2020-10-05,10,1,14,188,206,NA,NA,NA,NA
"Sao Tome and Principe",913,15,888,2020-10-05,0,0,1,188,183,NA,NA,NA,NA
"Congo (Brazzaville)",5089,89,3887,2020-10-06,0,0,0,189,206,NA,NA,NA,NA
"Congo (Kinshasa)",10789,274,10239,2020-10-06,11,0,0,189,210,NA,NA,NA,NA
"Cote d'Ivoire",19903,120,19539,2020-10-06,18,0,49,189,210,NA,NA,NA,NA
"Eswatini",5598,112,5169,2020-10-06,19,0,28,189,207,NA,NA,NA,NA
"Sao Tome and Principe",914,15,888,2020-10-06,1,0,0,189,184,NA,NA,NA,NA
"Congo (Brazzaville)",5089,89,3887,2020-10-07,0,0,0,190,207,NA,NA,NA,NA
"Congo (Kinshasa)",10804,276,10239,2020-10-07,15,2,0,190,211,NA,NA,NA,NA
"Cote d'Ivoire",19935,120,19550,2020-10-07,32,0,11,190,211,NA,NA,NA,NA
"Eswatini",5617,113,5196,2020-10-07,19,1,27,190,208,NA,NA,NA,NA
"Sao Tome and Principe",914,15,888,2020-10-07,0,0,0,190,185,NA,NA,NA,NA
"Congo (Brazzaville)",5089,89,3887,2020-10-08,0,0,0,191,208,NA,NA,NA,NA
"Congo (Kinshasa)",10822,276,10242,2020-10-08,18,0,3,191,212,NA,NA,NA,NA
"Cote d'Ivoire",19982,120,19626,2020-10-08,47,0,76,191,212,NA,NA,NA,NA
"Eswatini",5632,113,5231,2020-10-08,15,0,35,191,209,NA,NA,NA,NA
"Sao Tome and Principe",921,15,890,2020-10-08,7,0,2,191,186,NA,NA,NA,NA
"Congo (Brazzaville)",5118,90,3887,2020-10-09,29,1,0,192,209,NA,NA,NA,NA
"Congo (Kinshasa)",10835,276,10242,2020-10-09,13,0,0,192,213,NA,NA,NA,NA
"Cote d'Ivoire",20036,120,19696,2020-10-09,54,0,70,192,213,NA,NA,NA,NA
"Eswatini",5644,113,5254,2020-10-09,12,0,23,192,210,NA,NA,NA,NA
"Sao Tome and Principe",922,15,890,2020-10-09,1,0,0,192,187,NA,NA,NA,NA
"Congo (Brazzaville)",5118,90,3887,2020-10-10,0,0,0,193,210,NA,NA,NA,NA
"Congo (Kinshasa)",10841,276,10242,2020-10-10,6,0,0,193,214,NA,NA,NA,NA
"Cote d'Ivoire",20128,120,19752,2020-10-10,92,0,56,193,214,NA,NA,NA,NA
"Eswatini",5660,113,5282,2020-10-10,16,0,28,193,211,NA,NA,NA,NA
"Sao Tome and Principe",922,15,890,2020-10-10,0,0,0,193,188,NA,NA,NA,NA
"Congo (Brazzaville)",5118,90,3887,2020-10-11,0,0,0,194,211,NA,NA,NA,NA
"Congo (Kinshasa)",10851,276,10242,2020-10-11,10,0,0,194,215,NA,NA,NA,NA
"Cote d'Ivoire",20154,120,19798,2020-10-11,26,0,46,194,215,NA,NA,NA,NA
"Eswatini",5669,113,5310,2020-10-11,9,0,28,194,212,NA,NA,NA,NA
"Sao Tome and Principe",929,15,892,2020-10-11,7,0,2,194,189,NA,NA,NA,NA
"Congo (Brazzaville)",5118,90,3887,2020-10-12,0,0,0,195,212,NA,NA,NA,NA
"Congo (Kinshasa)",10868,276,10249,2020-10-12,17,0,7,195,216,NA,NA,NA,NA
"Cote d'Ivoire",20155,120,19831,2020-10-12,1,0,33,195,216,NA,NA,NA,NA
"Eswatini",5683,113,5322,2020-10-12,14,0,12,195,213,NA,NA,NA,NA
"Sao Tome and Principe",929,15,895,2020-10-12,0,0,3,195,190,NA,NA,NA,NA
"Congo (Brazzaville)",5118,90,3887,2020-10-13,0,0,0,196,213,NA,NA,NA,NA
"Congo (Kinshasa)",10872,276,10249,2020-10-13,4,0,0,196,217,NA,NA,NA,NA
"Cote d'Ivoire",20183,120,19860,2020-10-13,28,0,29,196,217,NA,NA,NA,NA
"Eswatini",5696,114,5337,2020-10-13,13,1,15,196,214,NA,NA,NA,NA
"Sao Tome and Principe",929,15,895,2020-10-13,0,0,0,196,191,NA,NA,NA,NA
"Congo (Brazzaville)",5156,92,3887,2020-10-14,38,2,0,197,214,NA,NA,NA,NA
"Congo (Kinshasa)",10935,281,10306,2020-10-14,63,5,57,197,218,NA,NA,NA,NA
"Cote d'Ivoire",20217,120,19872,2020-10-14,34,0,12,197,218,NA,NA,NA,NA
"Eswatini",5715,114,5347,2020-10-14,19,0,10,197,215,NA,NA,NA,NA
"Sao Tome and Principe",929,15,896,2020-10-14,0,0,1,197,192,NA,NA,NA,NA
"Congo (Brazzaville)",5156,92,3887,2020-10-15,0,0,0,198,215,NA,NA,NA,NA
"Congo (Kinshasa)",10935,281,10306,2020-10-15,0,0,0,198,219,NA,NA,NA,NA
"Cote d'Ivoire",20257,120,19898,2020-10-15,40,0,26,198,219,NA,NA,NA,NA
"Eswatini",5733,115,5375,2020-10-15,18,1,28,198,216,NA,NA,NA,NA
"Sao Tome and Principe",929,15,896,2020-10-15,0,0,0,198,193,NA,NA,NA,NA
"Congo (Brazzaville)",5156,92,3887,2020-10-16,0,0,0,199,216,NA,NA,NA,NA
"Congo (Kinshasa)",10999,301,10342,2020-10-16,64,20,36,199,220,NA,NA,NA,NA
"Cote d'Ivoire",20275,121,19953,2020-10-16,18,1,55,199,220,NA,NA,NA,NA
"Eswatini",5746,115,5392,2020-10-16,13,0,17,199,217,NA,NA,NA,NA
"Sao Tome and Principe",932,15,896,2020-10-16,3,0,0,199,194,NA,NA,NA,NA
"Congo (Brazzaville)",5156,92,3887,2020-10-17,0,0,0,200,217,NA,NA,NA,NA
